date,exercise_name,order,weight,rep
7/8/2021 2:56,Bench Press (Barbell),3,154.3235835,5
7/8/2021 2:56,Bench Press (Barbell),4,187.3929229,10
7/8/2021 2:56,Bench Press (Barbell),5,181.8813663,10
7/8/2021 2:56,Bench Press (Barbell),6,176.3698097,9
7/8/2021 2:56,Bench Press (Barbell),7,154.3235835,11
7/8/2021 2:56,Chest Fly,1,145.505093,13
7/8/2021 2:56,Chest Fly,2,141.0958478,11
7/8/2021 2:56,Chest Fly,3,134.4819799,11
7/8/2021 2:56,Overhead Press (Barbell),1,165.3466966,7
7/8/2021 2:56,Overhead Press (Barbell),2,159.8351401,7
7/8/2021 2:56,Overhead Press (Barbell),3,159.8351401,7
7/8/2021 2:56,Overhead Press (Barbell),4,154.3235835,7
7/8/2021 2:56,Lateral Raise (Dumbbell),1,35.27396195,25
7/8/2021 2:56,Lateral Raise (Dumbbell),2,35.27396195,21
7/8/2021 2:56,Lateral Raise (Dumbbell),3,30.86471671,22
7/8/2021 2:56,Lateral Raise (Dumbbell),4,17.63698097,20
7/8/2021 2:56,Chest Press (Machine),1,209.4391491,10
7/8/2021 2:56,Chest Press (Machine),2,198.416036,10
7/8/2021 2:56,Chest Press (Machine),3,132.2773573,5
7/8/2021 2:56,Chest Press (Machine),4,66.13867866,12
7/8/2021 2:56,Chest Press (Machine),5,22.04622622,15
7/8/2021 2:56,Triceps Extension (Dumbbell),1,74.95716914,14
7/8/2021 2:56,Triceps Extension (Dumbbell),2,74.95716914,12
7/10/2021 6:12,Chin Up,1,22.04622622,11
7/10/2021 6:12,Chin Up,2,11.02311311,10
7/10/2021 6:12,Chin Up,3,0,9
7/10/2021 6:12,Chin Up,4,0,8
7/10/2021 6:12,T Bar Row,1,143.3004704,10
7/10/2021 6:12,T Bar Row,2,137.7889139,10
7/10/2021 6:12,T Bar Row,3,132.2773573,11
7/10/2021 6:12,Lat Pulldown (Machine),1,180.779055,13
7/10/2021 6:12,Lat Pulldown (Machine),2,180.779055,12
7/10/2021 6:12,Lat Pulldown (Machine),3,180.779055,11
7/10/2021 6:12,Lat Pulldown (Single Arm),1,149.9143383,13
7/10/2021 6:12,Deadlift (Barbell),1,220.4622622,9
7/10/2021 6:12,Deadlift (Barbell),2,220.4622622,9
7/10/2021 6:12,Reverse Fly (Machine),1,145.505093,18
7/10/2021 6:12,Reverse Fly (Machine),2,134.4819799,18
7/10/2021 6:12,Bicep Curl (Barbell),1,55.11556555,20
7/10/2021 6:12,Bicep Curl (Barbell),2,55.11556555,14
7/12/2021 3:54,Bench Press (Barbell),1,44.09245244,10
7/12/2021 3:54,Bench Press (Barbell),2,110.2311311,8
7/12/2021 3:54,Bench Press (Barbell),3,176.3698097,4
7/12/2021 3:54,Bench Press (Barbell),4,214.9507056,5
7/12/2021 3:54,Bench Press (Barbell),5,214.9507056,5
7/12/2021 3:54,Bench Press (Barbell),6,209.4391491,5
7/12/2021 3:54,Bench Press (Barbell),7,203.9275925,5
7/12/2021 3:54,Chest Fly,1,145.505093,13
7/12/2021 3:54,Chest Fly,2,141.0958478,12
7/12/2021 3:54,Chest Fly,3,134.4819799,11
7/12/2021 3:54,Overhead Press (Barbell),1,165.3466966,8
7/12/2021 3:54,Overhead Press (Barbell),2,159.8351401,8
7/12/2021 3:54,Overhead Press (Barbell),3,159.8351401,7
7/12/2021 3:54,Overhead Press (Barbell),4,154.3235835,7
7/12/2021 3:54,Lateral Raise (Dumbbell),1,39.68320719,22
7/12/2021 3:54,Lateral Raise (Dumbbell),2,39.68320719,18
7/12/2021 3:54,Lateral Raise (Dumbbell),3,30.86471671,22
7/12/2021 3:54,Lateral Raise (Dumbbell),4,17.63698097,20
7/12/2021 3:54,Chest Press (Machine),1,209.4391491,13
7/12/2021 3:54,Chest Press (Machine),2,209.4391491,10
7/12/2021 3:54,Chest Press (Machine),3,198.416036,9
7/12/2021 3:54,Chest Press (Machine),4,132.2773573,6
7/12/2021 3:54,Chest Press (Machine),5,66.13867866,10
7/12/2021 3:54,Chest Press (Machine),6,22.04622622,18
7/12/2021 3:54,Triceps Extension (Dumbbell),1,74.95716914,14
7/12/2021 3:54,Triceps Extension (Dumbbell),2,74.95716914,10
7/13/2021 5:20,Chin Up,1,60.6271221,5
7/13/2021 5:20,Chin Up,2,55.11556555,5
7/13/2021 5:20,Chin Up,3,49.60400899,5
7/13/2021 5:20,Chin Up,4,44.09245244,5
7/13/2021 5:20,T Bar Row,1,143.3004704,11
7/13/2021 5:20,T Bar Row,2,137.7889139,11
7/13/2021 5:20,T Bar Row,3,132.2773573,11
7/13/2021 5:20,Lat Pulldown (Machine),1,185.1883002,12
7/13/2021 5:20,Lat Pulldown (Machine),2,185.1883002,12
7/13/2021 5:20,Lat Pulldown (Machine),3,180.779055,11
7/13/2021 5:20,Reverse Fly (Machine),1,145.505093,20
7/13/2021 5:20,Reverse Fly (Machine),2,134.4819799,19
7/13/2021 5:20,Bicep Curl (Dumbbell),1,26.45547146,16
7/13/2021 5:20,Bicep Curl (Dumbbell),2,26.45547146,12
7/15/2021 3:54,Bench Press (Barbell),1,44.09245244,12
7/15/2021 3:54,Bench Press (Barbell),2,110.2311311,10
7/15/2021 3:54,Bench Press (Barbell),3,154.3235835,5
7/15/2021 3:54,Bench Press (Barbell),4,187.3929229,11
7/15/2021 3:54,Bench Press (Barbell),5,181.8813663,10
7/15/2021 3:54,Bench Press (Barbell),6,176.3698097,9
7/15/2021 3:54,Bench Press (Barbell),7,154.3235835,12
7/15/2021 3:54,Chest Fly,1,145.505093,11
7/15/2021 3:54,Chest Fly,2,141.0958478,12
7/15/2021 3:54,Chest Fly,3,134.4819799,11
7/15/2021 3:54,Overhead Press (Barbell),1,165.3466966,7
7/15/2021 3:54,Overhead Press (Barbell),2,165.3466966,7
7/15/2021 3:54,Overhead Press (Barbell),3,159.8351401,7
7/15/2021 3:54,Overhead Press (Barbell),4,154.3235835,7
7/15/2021 3:54,Lateral Raise (Dumbbell),1,39.68320719,22
7/15/2021 3:54,Lateral Raise (Dumbbell),2,39.68320719,18
7/15/2021 3:54,Lateral Raise (Dumbbell),3,30.86471671,22
7/15/2021 3:54,Lateral Raise (Dumbbell),4,17.63698097,20
7/15/2021 3:54,Chest Press (Machine),1,209.4391491,10
7/15/2021 3:54,Chest Press (Machine),2,198.416036,10
7/15/2021 3:54,Chest Press (Machine),3,198.416036,9
7/15/2021 3:54,Chest Press (Machine),4,132.2773573,5
7/15/2021 3:54,Chest Press (Machine),5,66.13867866,10
7/15/2021 3:54,Chest Press (Machine),6,22.04622622,18
7/18/2021 5:39,Chin Up,1,22.04622622,11
7/18/2021 5:39,Chin Up,2,11.02311311,10
7/18/2021 5:39,Chin Up,3,0,10
7/18/2021 5:39,Chin Up,4,0,9
7/18/2021 5:39,T Bar Row,1,143.3004704,8
7/18/2021 5:39,T Bar Row,2,132.2773573,11
7/18/2021 5:39,T Bar Row,3,132.2773573,11
7/18/2021 5:39,Lat Pulldown (Machine),1,185.1883002,13
7/18/2021 5:39,Lat Pulldown (Machine),2,185.1883002,11
7/18/2021 5:39,Lat Pulldown (Machine),3,180.779055,11
7/18/2021 5:39,Deadlift (Barbell),1,220.4622622,9
7/18/2021 5:39,Deadlift (Barbell),2,220.4622622,9
7/18/2021 5:39,Reverse Fly (Machine),1,149.9143383,17
7/18/2021 5:39,Reverse Fly (Machine),2,134.4819799,18
7/18/2021 5:39,Bicep Curl (Barbell),1,55.11556555,20
7/19/2021 3:50,Bench Press (Barbell),1,44.09245244,10
7/19/2021 3:50,Bench Press (Barbell),2,110.2311311,8
7/19/2021 3:50,Bench Press (Barbell),3,176.3698097,5
7/19/2021 3:50,Bench Press (Barbell),4,214.9507056,5
7/19/2021 3:50,Bench Press (Barbell),5,214.9507056,5
7/19/2021 3:50,Bench Press (Barbell),6,209.4391491,5
7/19/2021 3:50,Bench Press (Barbell),7,203.9275925,5
7/19/2021 3:50,Chest Fly,1,145.505093,14
7/19/2021 3:50,Chest Fly,2,141.0958478,13
7/19/2021 3:50,Chest Fly,3,134.4819799,12
7/19/2021 3:50,Overhead Press (Barbell),1,170.8582532,8
7/19/2021 3:50,Overhead Press (Barbell),2,165.3466966,8
7/19/2021 3:50,Overhead Press (Barbell),3,159.8351401,8
7/19/2021 3:50,Overhead Press (Barbell),4,154.3235835,7
7/19/2021 3:50,Lateral Raise (Dumbbell),1,39.68320719,25
7/19/2021 3:50,Lateral Raise (Dumbbell),2,39.68320719,19
7/19/2021 3:50,Lateral Raise (Dumbbell),3,30.86471671,23
7/19/2021 3:50,Lateral Raise (Dumbbell),4,17.63698097,22
7/19/2021 3:50,Chest Press (Machine),1,209.4391491,13
7/19/2021 3:50,Chest Press (Machine),2,209.4391491,10
7/19/2021 3:50,Chest Press (Machine),3,198.416036,8
7/19/2021 3:50,Chest Press (Machine),4,132.2773573,6
7/19/2021 3:50,Chest Press (Machine),5,66.13867866,10
7/19/2021 3:50,Chest Press (Machine),6,22.04622622,18
7/19/2021 3:50,Triceps Extension (Dumbbell),1,74.95716914,15
7/19/2021 3:50,Triceps Extension (Dumbbell),2,74.95716914,12
7/23/2021 3:33,Bench Press (Barbell),1,44.09245244,12
7/23/2021 3:33,Bench Press (Barbell),2,110.2311311,10
7/23/2021 3:33,Bench Press (Barbell),3,154.3235835,6
7/23/2021 3:33,Bench Press (Barbell),4,187.3929229,12
7/23/2021 3:33,Bench Press (Barbell),5,181.8813663,10
7/23/2021 3:33,Bench Press (Barbell),6,176.3698097,9
7/23/2021 3:33,Bench Press (Barbell),7,159.1737533,10
7/23/2021 3:33,Chest Fly,1,145.505093,13
7/23/2021 3:33,Chest Fly,2,141.0958478,12
7/23/2021 3:33,Chest Fly,3,134.4819799,11
7/23/2021 3:33,Overhead Press (Barbell),1,170.8582532,8
7/23/2021 3:33,Overhead Press (Barbell),2,165.3466966,8
7/23/2021 3:33,Overhead Press (Barbell),3,159.8351401,7
7/23/2021 3:33,Lateral Raise (Dumbbell),1,39.68320719,25
7/23/2021 3:33,Lateral Raise (Dumbbell),2,39.68320719,20
7/23/2021 3:33,Lateral Raise (Dumbbell),3,30.86471671,25
7/23/2021 3:33,Lateral Raise (Dumbbell),4,17.63698097,20
7/23/2021 3:33,Chest Press (Machine),1,209.4391491,9
7/23/2021 3:33,Chest Press (Machine),2,198.416036,12
7/23/2021 3:33,Chest Press (Machine),3,132.2773573,5
7/23/2021 3:33,Chest Press (Machine),4,66.13867866,10
7/23/2021 3:33,Triceps Extension (Dumbbell),1,74.95716914,14
7/23/2021 3:33,Triceps Extension (Dumbbell),2,74.95716914,12
7/26/2021 3:58,Bench Press (Barbell),1,44.09245244,10
7/26/2021 3:58,Bench Press (Barbell),2,110.2311311,8
7/26/2021 3:58,Bench Press (Barbell),3,176.3698097,5
7/26/2021 3:58,Bench Press (Barbell),4,214.9507056,5
7/26/2021 3:58,Bench Press (Barbell),5,214.9507056,5
7/26/2021 3:58,Bench Press (Barbell),6,209.4391491,5
7/26/2021 3:58,Bench Press (Barbell),7,203.9275925,6
7/26/2021 3:58,Chest Fly,1,149.9143383,13
7/26/2021 3:58,Chest Fly,2,145.505093,12
7/26/2021 3:58,Chest Fly,3,134.4819799,11
7/26/2021 3:58,Overhead Press (Barbell),1,176.3698097,7
7/26/2021 3:58,Overhead Press (Barbell),2,170.8582532,7
7/26/2021 3:58,Overhead Press (Barbell),3,165.3466966,5
7/26/2021 3:58,Overhead Press (Barbell),4,154.3235835,7
7/26/2021 3:58,Lateral Raise (Dumbbell),1,44.09245244,20
7/26/2021 3:58,Lateral Raise (Dumbbell),2,39.68320719,20
7/26/2021 3:58,Lateral Raise (Dumbbell),3,30.86471671,26
7/26/2021 3:58,Lateral Raise (Dumbbell),4,17.63698097,21
7/26/2021 3:58,Chest Press (Machine),1,214.9507056,9
7/26/2021 3:58,Chest Press (Machine),2,203.9275925,12
7/26/2021 3:58,Chest Press (Machine),3,132.2773573,6
7/26/2021 3:58,Chest Press (Machine),4,66.13867866,12
7/26/2021 3:58,Chest Press (Machine),5,22.04622622,20
7/26/2021 3:58,Triceps Pushdown (Cable - Straight Bar),1,70.5479239,19
7/26/2021 3:58,Triceps Pushdown (Cable - Straight Bar),2,70.5479239,16
7/27/2021 4:01,Chin Up,1,60.6271221,5
7/27/2021 4:01,Chin Up,2,55.11556555,4
7/27/2021 4:01,Chin Up,3,44.09245244,5
7/27/2021 4:01,Chin Up,4,44.09245244,4
7/27/2021 4:01,T Bar Row,1,143.3004704,12
7/27/2021 4:01,T Bar Row,2,137.7889139,11
7/27/2021 4:01,T Bar Row,3,132.2773573,11
7/27/2021 4:01,Lat Pulldown (Machine),1,189.5975455,14
7/27/2021 4:01,Lat Pulldown (Machine),2,189.5975455,11
7/27/2021 4:01,Lat Pulldown (Machine),3,185.1883002,11
7/27/2021 4:01,Deadlift (Barbell),1,220.4622622,10
7/27/2021 4:01,Deadlift (Barbell),2,220.4622622,9
7/27/2021 4:01,Reverse Fly (Machine),1,149.9143383,15
7/27/2021 4:01,Reverse Fly (Machine),2,134.4819799,16
7/27/2021 4:01,Bicep Curl (Dumbbell),1,26.45547146,16
7/27/2021 4:01,Bicep Curl (Dumbbell),2,26.45547146,10
7/29/2021 4:39,Bench Press (Barbell),1,44.09245244,12
7/29/2021 4:39,Bench Press (Barbell),2,110.2311311,10
7/29/2021 4:39,Bench Press (Barbell),3,154.3235835,8
7/29/2021 4:39,Bench Press (Barbell),4,187.3929229,12
7/29/2021 4:39,Bench Press (Barbell),5,181.8813663,10
7/29/2021 4:39,Bench Press (Barbell),6,176.3698097,9
7/29/2021 4:39,Bench Press (Barbell),7,159.8351401,10
7/29/2021 4:39,Chest Fly,1,149.9143383,11
7/29/2021 4:39,Chest Fly,2,145.505093,11
7/29/2021 4:39,Chest Fly,3,134.4819799,11
7/29/2021 4:39,Overhead Press (Barbell),1,176.3698097,7
7/29/2021 4:39,Overhead Press (Barbell),2,170.8582532,8
7/29/2021 4:39,Overhead Press (Barbell),3,165.3466966,8
7/29/2021 4:39,Overhead Press (Barbell),4,154.3235835,7
7/29/2021 4:39,Lateral Raise (Dumbbell),1,44.09245244,20
7/29/2021 4:39,Lateral Raise (Dumbbell),2,39.68320719,21
7/29/2021 4:39,Lateral Raise (Dumbbell),3,35.27396195,22
7/29/2021 4:39,Lateral Raise (Dumbbell),4,17.63698097,22
7/29/2021 4:39,Chest Press (Machine),1,209.4391491,11
7/29/2021 4:39,Chest Press (Machine),2,203.9275925,12
7/29/2021 4:39,Chest Press (Machine),3,198.416036,9
7/29/2021 4:39,Chest Press (Machine),4,132.2773573,6
7/29/2021 4:39,Chest Press (Machine),5,66.13867866,8
7/29/2021 4:39,Chest Press (Machine),6,22.04622622,18
7/29/2021 4:39,Triceps Extension (Dumbbell),1,74.95716914,14
7/29/2021 4:39,Triceps Extension (Dumbbell),2,74.95716914,11
7/30/2021 4:48,Chin Up,1,22.04622622,9
7/30/2021 4:48,Chin Up,2,11.02311311,9
7/30/2021 4:48,Chin Up,3,0,9
7/30/2021 4:48,Chin Up,4,0,9
7/30/2021 4:48,T Bar Row,1,143.3004704,11
7/30/2021 4:48,T Bar Row,2,137.7889139,11
7/30/2021 4:48,T Bar Row,3,132.2773573,11
7/30/2021 4:48,Lat Pulldown (Machine),1,194.0067907,2
7/30/2021 4:48,Lat Pulldown (Machine),2,189.5975455,11
7/30/2021 4:48,Lat Pulldown (Machine),3,185.1883002,11
7/30/2021 4:48,Deadlift (Barbell),1,220.4622622,9
7/30/2021 4:48,Deadlift (Barbell),2,220.4622622,9
7/30/2021 4:48,Reverse Fly (Machine),1,149.9143383,17
7/30/2021 4:48,Reverse Fly (Machine),2,134.4819799,15
7/30/2021 4:48,Bicep Curl (Barbell),1,55.11556555,19
7/30/2021 4:48,Bicep Curl (Barbell),2,55.11556555,12
8/30/2021 2:26,Bench Press (Barbell),1,44.09245244,10
8/30/2021 2:26,Bench Press (Barbell),2,110.2311311,8
8/30/2021 2:26,Bench Press (Barbell),3,154.3235835,5
8/30/2021 2:26,Bench Press (Barbell),4,198.416036,4
8/30/2021 2:26,Bench Press (Barbell),5,198.416036,3
8/30/2021 2:26,Bench Press (Barbell),6,187.3929229,4
8/30/2021 2:26,Bench Press (Barbell),7,176.3698097,5
8/30/2021 2:26,Bench Press (Barbell),8,176.3698097,5
8/30/2021 2:26,Bench Press (Barbell),9,187.3929229,5
8/30/2021 2:26,Chest Fly,1,130.0727347,13
8/30/2021 2:26,Chest Fly,2,130.0727347,10
8/30/2021 2:26,Chest Fly,3,119.0496216,9
8/30/2021 2:26,Overhead Press (Barbell),1,154.3235835,4
8/30/2021 2:26,Overhead Press (Barbell),2,132.2773573,6
8/30/2021 2:26,Overhead Press (Barbell),3,110.2311311,8
8/30/2021 2:26,Overhead Press (Barbell),4,110.2311311,6
8/30/2021 2:26,Lateral Raise (Dumbbell),1,26.45547146,23
8/30/2021 2:26,Lateral Raise (Dumbbell),2,30.86471671,20
8/30/2021 2:26,Lateral Raise (Dumbbell),3,30.86471671,15
8/30/2021 2:26,Lateral Raise (Dumbbell),4,17.63698097,10
8/30/2021 2:26,Chest Press (Machine),1,176.3698097,11
8/30/2021 2:26,Chest Press (Machine),2,176.3698097,6
9/1/2021 3:16,Chin Up,1,0,9
9/1/2021 3:16,Chin Up,2,0,6
9/1/2021 3:16,Chin Up,3,0,5
9/1/2021 3:16,Chin Up,4,0,5
9/1/2021 3:16,T Bar Row,1,99.20801798,14
9/1/2021 3:16,T Bar Row,2,99.20801798,12
9/1/2021 3:16,T Bar Row,3,99.20801798,10
9/1/2021 3:16,Lat Pulldown (Machine),1,154.3235835,12
9/1/2021 3:16,Lat Pulldown (Machine),2,154.3235835,10
9/1/2021 3:16,Lat Pulldown (Machine),3,149.9143383,9
9/1/2021 3:16,Deadlift (Barbell),1,176.3698097,10
9/1/2021 3:16,Deadlift (Barbell),2,176.3698097,9
9/6/2021 3:18,Bench Press (Barbell),1,44.09245244,10
9/6/2021 3:18,Bench Press (Barbell),2,110.2311311,8
9/6/2021 3:18,Bench Press (Barbell),3,154.3235835,5
9/6/2021 3:18,Bench Press (Barbell),4,198.416036,5
9/6/2021 3:18,Bench Press (Barbell),5,198.416036,4
9/6/2021 3:18,Bench Press (Barbell),6,187.3929229,5
9/6/2021 3:18,Bench Press (Barbell),7,176.3698097,5
9/6/2021 3:18,Chest Fly,1,130.0727347,12
9/6/2021 3:18,Chest Fly,2,130.0727347,9
9/6/2021 3:18,Chest Fly,3,119.0496216,9
9/6/2021 3:18,Overhead Press (Barbell),1,143.3004704,6
9/6/2021 3:18,Overhead Press (Barbell),2,132.2773573,6
9/6/2021 3:18,Overhead Press (Barbell),3,110.2311311,8
9/6/2021 3:18,Lateral Raise (Dumbbell),1,30.86471671,24
9/6/2021 3:18,Lateral Raise (Dumbbell),2,30.86471671,20
9/6/2021 3:18,Lateral Raise (Dumbbell),3,30.86471671,16
9/6/2021 3:18,Chest Press (Machine),1,176.3698097,12
9/6/2021 3:18,Chest Press (Machine),2,176.3698097,6
9/7/2021 4:13,Chin Up,1,0,10
9/7/2021 4:13,Chin Up,2,0,7
9/7/2021 4:13,Chin Up,3,0,5
9/7/2021 4:13,Chin Up,4,0,5
9/7/2021 4:13,T Bar Row,1,110.2311311,12
9/7/2021 4:13,T Bar Row,2,110.2311311,11
9/7/2021 4:13,T Bar Row,3,110.2311311,8
9/7/2021 4:13,Lat Pulldown (Machine),1,154.3235835,12
9/7/2021 4:13,Lat Pulldown (Machine),2,154.3235835,11
9/7/2021 4:13,Lat Pulldown (Machine),3,149.9143383,10
9/7/2021 4:13,Deadlift (Barbell),1,198.416036,9
9/7/2021 4:13,Deadlift (Barbell),2,220.4622622,8
9/7/2021 4:13,Bicep Curl (Dumbbell),1,22.04622622,17
9/7/2021 4:13,Bicep Curl (Dumbbell),2,22.04622622,10
9/10/2021 3:42,Bench Press (Barbell),1,44.09245244,12
9/10/2021 3:42,Bench Press (Barbell),2,110.2311311,10
9/10/2021 3:42,Bench Press (Barbell),3,154.3235835,5
9/10/2021 3:42,Bench Press (Barbell),4,154.3235835,15
9/10/2021 3:42,Bench Press (Barbell),5,154.3235835,10
9/10/2021 3:42,Bench Press (Barbell),6,154.3235835,8
9/10/2021 3:42,Bench Press (Barbell),7,154.3235835,7
9/10/2021 3:42,Chest Fly,1,130.0727347,8
9/10/2021 3:42,Chest Fly,2,110.2311311,11
9/10/2021 3:42,Chin Up,1,0,11
9/10/2021 3:42,Chin Up,2,0,8
9/10/2021 3:42,Chin Up,3,0,6
9/10/2021 4:37,Lat Pulldown (Machine),1,154.3235835,15
9/10/2021 4:37,Lat Pulldown (Machine),2,165.3466966,12
9/13/2021 4:17,Bench Press (Barbell),1,44.09245244,10
9/13/2021 4:17,Bench Press (Barbell),2,110.2311311,8
9/13/2021 4:17,Bench Press (Barbell),3,176.3698097,5
9/13/2021 4:17,Bench Press (Barbell),4,198.416036,6
9/13/2021 4:17,Bench Press (Barbell),5,198.416036,4
9/13/2021 4:17,Bench Press (Barbell),6,187.3929229,5
9/13/2021 4:17,Bench Press (Barbell),7,176.3698097,5
9/13/2021 4:17,Chest Fly,1,134.4819799,10
9/13/2021 4:17,Chest Fly,2,130.0727347,9
9/13/2021 4:17,Chest Fly,3,119.0496216,10
9/13/2021 4:17,Overhead Press (Barbell),1,132.2773573,7
9/13/2021 4:17,Overhead Press (Barbell),2,132.2773573,7
9/13/2021 4:17,Overhead Press (Barbell),3,132.2773573,5
9/13/2021 4:17,Overhead Press (Barbell),4,88.18490487,11
9/13/2021 4:17,Lateral Raise (Dumbbell),1,30.86471671,29
9/13/2021 4:17,Lateral Raise (Dumbbell),2,30.86471671,20
9/13/2021 4:17,Lateral Raise (Dumbbell),3,30.86471671,16
9/13/2021 4:17,Lateral Raise (Dumbbell),4,17.63698097,12
9/13/2021 4:17,Chest Press (Machine),1,176.3698097,12
9/13/2021 4:17,Chest Press (Machine),2,176.3698097,7
9/13/2021 4:17,Chest Press (Machine),3,110.2311311,4
9/13/2021 4:17,Chest Press (Machine),4,66.13867866,12
9/13/2021 4:17,Bench Press (Barbell),1,44.09245244,10
9/13/2021 4:17,Bench Press (Barbell),2,110.2311311,8
9/13/2021 4:17,Bench Press (Barbell),3,176.3698097,5
9/13/2021 4:17,Bench Press (Barbell),4,198.416036,6
9/13/2021 4:17,Bench Press (Barbell),5,198.416036,4
9/13/2021 4:17,Bench Press (Barbell),6,187.3929229,5
9/13/2021 4:17,Bench Press (Barbell),7,176.3698097,5
9/13/2021 4:17,Chest Fly,1,134.4819799,10
9/13/2021 4:17,Chest Fly,2,130.0727347,9
9/13/2021 4:17,Chest Fly,3,119.0496216,10
9/13/2021 4:17,Overhead Press (Barbell),1,132.2773573,7
9/13/2021 4:17,Overhead Press (Barbell),2,132.2773573,7
9/13/2021 4:17,Overhead Press (Barbell),3,132.2773573,5
9/13/2021 4:17,Overhead Press (Barbell),4,88.18490487,11
9/13/2021 4:17,Lateral Raise (Dumbbell),1,30.86471671,29
9/13/2021 4:17,Lateral Raise (Dumbbell),2,30.86471671,20
9/13/2021 4:17,Lateral Raise (Dumbbell),3,30.86471671,16
9/13/2021 4:17,Lateral Raise (Dumbbell),4,17.63698097,12
9/13/2021 4:17,Chest Press (Machine),1,176.3698097,12
9/13/2021 4:17,Chest Press (Machine),2,176.3698097,7
9/13/2021 4:17,Chest Press (Machine),3,110.2311311,4
9/13/2021 4:17,Chest Press (Machine),4,66.13867866,12
9/14/2021 3:33,Chin Up,1,0,12
9/14/2021 3:33,Chin Up,2,0,10
9/14/2021 3:33,Chin Up,3,0,6
9/14/2021 3:33,Chin Up,4,0,5
9/14/2021 3:33,T Bar Row,1,110.2311311,13
9/14/2021 3:33,T Bar Row,2,110.2311311,12
9/14/2021 3:33,T Bar Row,3,110.2311311,9
9/14/2021 3:33,Lat Pulldown (Machine),1,169.7559419,12
9/14/2021 3:33,Lat Pulldown (Machine),2,169.7559419,10
9/14/2021 3:33,Lat Pulldown (Machine),3,160.9374514,12
9/14/2021 3:33,Deadlift (Barbell),1,198.416036,10
9/14/2021 3:33,Deadlift (Barbell),2,198.416036,10
9/14/2021 3:33,Bicep Curl (Dumbbell),1,22.04622622,17
9/14/2021 3:33,Bicep Curl (Dumbbell),2,22.04622622,8
9/14/2021 3:33,Chin Up,1,0,12
9/14/2021 3:33,Chin Up,2,0,10
9/14/2021 3:33,Chin Up,3,0,6
9/14/2021 3:33,Chin Up,4,0,5
9/14/2021 3:33,T Bar Row,1,110.2311311,13
9/14/2021 3:33,T Bar Row,2,110.2311311,12
9/14/2021 3:33,T Bar Row,3,110.2311311,9
9/14/2021 3:33,Lat Pulldown (Machine),1,169.7559419,12
9/14/2021 3:33,Lat Pulldown (Machine),2,169.7559419,10
9/14/2021 3:33,Lat Pulldown (Machine),3,160.9374514,12
9/14/2021 3:33,Deadlift (Barbell),1,198.416036,10
9/14/2021 3:33,Deadlift (Barbell),2,198.416036,10
9/14/2021 3:33,Bicep Curl (Dumbbell),1,22.04622622,17
9/14/2021 3:33,Bicep Curl (Dumbbell),2,22.04622622,8
10/2/2021 1:11,Bench Press (Barbell),1,44.09245244,10
10/2/2021 1:11,Bench Press (Barbell),2,110.2311311,8
10/2/2021 1:11,Bench Press (Barbell),3,154.3235835,5
10/2/2021 1:11,Bench Press (Barbell),4,187.3929229,8
10/2/2021 1:11,Bench Press (Barbell),5,187.3929229,5
10/2/2021 1:11,Bench Press (Barbell),6,176.3698097,6
10/2/2021 1:11,Bench Press (Barbell),7,176.3698097,5
10/2/2021 1:11,Chest Fly,1,123.4588668,14
10/2/2021 1:55,Chin Up,1,0,8
10/2/2021 1:55,Chin Up,2,0,7
10/2/2021 1:55,Chin Up,3,0,5
10/9/2021 3:49,Bench Press (Barbell),1,44.09245244,10
10/9/2021 3:49,Bench Press (Barbell),2,110.2311311,8
10/9/2021 3:49,Bench Press (Barbell),3,154.3235835,5
10/9/2021 3:49,Bench Press (Barbell),4,187.3929229,8
10/9/2021 3:49,Bench Press (Barbell),5,187.3929229,5
10/9/2021 3:49,Bench Press (Barbell),6,176.3698097,6
10/9/2021 3:49,Bench Press (Barbell),7,176.3698097,6
10/9/2021 3:49,Chest Fly,1,130.0727347,12
10/9/2021 3:49,Chest Fly,2,123.4588668,9
10/9/2021 3:49,Overhead Press (Barbell),1,110.2311311,11
10/9/2021 3:49,Overhead Press (Barbell),2,110.2311311,9
10/9/2021 4:34,Chin Up,1,0,10
10/9/2021 4:34,Chin Up,2,0,7
11/19/2021 2:10,Bench Press (Barbell),1,44.09245244,10
11/19/2021 2:10,Bench Press (Barbell),2,88.18490487,10
11/19/2021 2:10,Bench Press (Barbell),3,132.2773573,10
11/19/2021 2:10,Bench Press (Barbell),4,176.3698097,8
11/19/2021 2:10,Bench Press (Barbell),5,176.3698097,4
11/19/2021 2:10,Bench Press (Barbell),6,154.3235835,7
11/19/2021 2:10,Chin Up,1,0,7
11/19/2021 2:10,Chin Up,2,0,5
11/19/2021 2:10,Chin Up,3,0,3
11/19/2021 2:10,Overhead Press (Barbell),1,110.2311311,13
11/19/2021 2:10,Overhead Press (Barbell),2,110.2311311,7
11/19/2021 2:10,Seated Row (Cable),1,130.0727347,15
11/19/2021 2:10,Seated Row (Cable),2,141.0958478,12
11/22/2021 3:42,Bench Press (Barbell),1,44.09245244,10
11/22/2021 3:42,Bench Press (Barbell),2,110.2311311,10
11/22/2021 3:42,Bench Press (Barbell),3,154.3235835,5
11/22/2021 3:42,Bench Press (Barbell),4,176.3698097,8
11/22/2021 3:42,Bench Press (Barbell),5,176.3698097,7
11/22/2021 3:42,Bench Press (Barbell),6,176.3698097,4
11/22/2021 3:42,Chin Up,1,0,8
